repo,language,stars,url,ci_status,build_tool,is_buildable,primary_ci,first_buildable_sha,first_buildable_date
milvus-io/milvus,Go,42694,https://github.com/milvus-io/milvus,PENDING,GoModules,True,GitHub Actions,c7313575385aebc36ada8883f941a1a7e23f6ef4,2024-12-25T02:24:50Z
miniflux/v2,Go,8738,https://github.com/miniflux/v2,SUCCESS,GoModules,True,GitHub Actions,89620a7dd2e651fa399e9eff83231a0c5c6a25ed,2024-12-26T18:39:55Z
minio/minio,Go,60172,https://github.com/minio/minio,FAILURE,GoModules,True,GitHub Actions,43a74029685512ce9b1b76c053d48b43fc8d64fc,2025-01-03T05:34:47Z
mlabouardy/komiser,Go,4108,https://github.com/mlabouardy/komiser,SUCCESS,GoModules,True,GitHub Actions,8e60c7c64e909c671f3e6596a27777b42196735c,2024-12-17T10:25:20Z
mmcgrana/gobyexample,Go,7987,https://github.com/mmcgrana/gobyexample,SUCCESS,GoModules,True,GitHub Actions,795124176cc36416c7bb5bdb1854f33fcc814732,2024-12-30T14:58:35Z
moby/buildkit,Go,9751,https://github.com/moby/buildkit,FAILURE,GoModules,True,GitHub Actions,586170adcf551434dcb878ba707ba7208987b769,2024-12-28T11:35:55Z
moby/moby,Go,71460,https://github.com/moby/moby,FAILURE,GoModules,True,GitHub Actions,bb858f3b275c3aa0abfef64a92b78092b36ec3a2,2025-06-19T08:29:43Z
moncho/dry,Go,3217,https://github.com/moncho/dry,SUCCESS,GoModules,True,GitHub Actions,930fd159c1c16c81a1d44e2c21d7e6837f69a8f8,2025-02-19T13:05:22Z
mongodb/mongo-go-driver,Go,8502,https://github.com/mongodb/mongo-go-driver,SUCCESS,GoModules,True,GitHub Actions,c6d13693a881560f3a85a1729e7f074c5f459c7d,2024-12-10T16:30:56Z
GopeedLab/gopeed,Go,22661,https://github.com/GopeedLab/gopeed,SUCCESS,GoModules,True,GitHub Actions,a3f559c8e5e7d3797b824047cf4c970814dcaa30,2024-12-25T14:55:33Z
montanaflynn/stats,Go,3001,https://github.com/montanaflynn/stats,SUCCESS,GoModules,True,GitHub Actions,48c484bcc27e9964b666b10fdf711ea5c5c31a77,2025-03-25T18:55:51Z
MontFerret/ferret,Go,5914,https://github.com/MontFerret/ferret,FAILURE,GoModules,True,GitHub Actions,fff3c6e615f26e98280f785ec3ef95deb0753876,2024-11-08T20:10:25Z
mosn/mosn,Go,4535,https://github.com/mosn/mosn,NO_CI,GoModules,True,GitHub Actions,ac9db47d6e11e112ee7848dfa6a0df7fc87e7516,2020-03-17T05:38:58Z
x-motemen/gore,Go,5456,https://github.com/x-motemen/gore,SUCCESS,GoModules,True,GitHub Actions,2b94d70f5aa560cc34a3102306763097cf9280d4,2025-02-24T11:16:54Z
moul/assh,Go,3192,https://github.com/moul/assh,SUCCESS,GoModules,True,GitHub Actions,b43b209c2e9afc0f768788bff04e74184f315c68,2022-11-14T05:27:21Z
getsops/sops,Go,20729,https://github.com/getsops/sops,SUCCESS,GoModules,True,GitHub Actions,5cc2d3b6a227e1b706cd1877da8a84a1db3d5d6c,2024-12-25T15:54:03Z
mpolden/echoip,Go,4247,https://github.com/mpolden/echoip,SUCCESS,GoModules,True,GitHub Actions,f895ed9f069dd1c61a883a9784f4a18c570c3940,2026-02-07T19:27:33Z
mvdan/sh,Go,8449,https://github.com/mvdan/sh,SUCCESS,GoModules,True,GitHub Actions,86363cf9e8134dbfa908eabf3f4366c9bd6705ce,2024-12-26T12:19:42Z
nats-io/nats-server,Go,19125,https://github.com/nats-io/nats-server,SUCCESS,GoModules,True,GitHub Actions,39b7bd1e8b75d42d04228f9fb2a1bdf6804ce19c,2024-12-27T11:10:07Z
nats-io/nats.go,Go,6427,https://github.com/nats-io/nats.go,SUCCESS,GoModules,True,GitHub Actions,1474bf3a394fc7e0ccb539c82258a167058b622c,2025-01-07T11:21:28Z
nektos/act,Go,68664,https://github.com/nektos/act,SUCCESS,GoModules,True,GitHub Actions,fe017a109f2b78fa5d8cdd3ad2c5691443665c89,2024-12-25T01:43:09Z
nginx/kubernetes-ingress,Go,4955,https://github.com/nginx/kubernetes-ingress,SUCCESS,GoModules,True,GitHub Actions,77b7f68507aeaa8d965d4d0d2c1fae57d1b1c986,2025-01-06T11:17:26Z
nsf/termbox-go,Go,4763,https://github.com/nsf/termbox-go,SUCCESS,GoModules,True,GitHub Actions,64ab22375a41c4a347b1d74b3ccb26e7b370aa21,2025-10-20T05:58:11Z
nsqio/go-nsq,Go,2660,https://github.com/nsqio/go-nsq,SUCCESS,GoModules,True,GitHub Actions,d54534195e974483777d45774856cf315af7d2f7,2025-03-13T13:42:51Z
nsqio/nsq,Go,25926,https://github.com/nsqio/nsq,FAILURE,GoModules,True,GitHub Actions,8e7f8d10ab5c213583abba6edd1e3c7a9035c6b3,2024-12-26T04:15:39Z
nuclio/nuclio,Go,5679,https://github.com/nuclio/nuclio,SUCCESS,GoModules,True,GitHub Actions,2995a1908bb9b8a261146b6b0902a4c2b94ad41c,2024-12-24T19:17:15Z
OJ/gobuster,Go,13384,https://github.com/OJ/gobuster,SUCCESS,GoModules,True,GitHub Actions,032b99f4878fe15bcdb272bab37f5f0e364b1410,2025-01-05T13:12:31Z
oklog/ulid,Go,4982,https://github.com/oklog/ulid,SUCCESS,GoModules,True,GitHub Actions,96c4edf226ef639c92f96f42c7c2a161ae0e1a66,2024-04-13T18:09:41Z
olahol/melody,Go,4062,https://github.com/olahol/melody,SUCCESS,GoModules,True,GitHub Actions,592352f68e98061a64fc140d793cf144392554d5,2025-06-08T08:27:50Z
olekukonko/tablewriter,Go,4766,https://github.com/olekukonko/tablewriter,SUCCESS,GoModules,True,GitHub Actions,926ba07447b4e5d3e9ede945764886e4ee6d765d,2025-04-07T21:34:20Z
onsi/ginkgo,Go,8945,https://github.com/onsi/ginkgo,SUCCESS,GoModules,True,GitHub Actions,a96c44fb472ad013fd461c6f711c6875b412f250,2024-12-30T10:04:17Z
open-policy-agent/opa,Go,11209,https://github.com/open-policy-agent/opa,SUCCESS,GoModules,True,GitHub Actions,00cc7ae2757b456f60e211ea55319175ae669556,2024-12-20T21:14:34Z
opencontainers/runc,Go,13041,https://github.com/opencontainers/runc,SUCCESS,GoModules,True,GitHub Actions,f848304994b81112746b844eecd424e5f3914606,2024-12-25T15:29:14Z
opencontainers/runtime-spec,Go,3550,https://github.com/opencontainers/runtime-spec,SUCCESS,Unknown,False,GitHub Actions,b9e8fdb0057941a0b0bf445451360e8be61ae833,2024-12-16T18:28:10Z
openfaas/faas-netes,Go,2166,https://github.com/openfaas/faas-netes,FAILURE,GoModules,True,GitHub Actions,0b2dbf42a3dc694c3de2ecac68a065ac0f483fbf,2025-01-10T14:59:24Z
openfaas/faas,Go,26082,https://github.com/openfaas/faas,SUCCESS,GoModules,True,GitHub Actions,16834ccbf4301a4f671083c5f040f698764ae4cf,2025-02-26T12:43:22Z
operator-framework/operator-sdk,Go,7606,https://github.com/operator-framework/operator-sdk,SUCCESS,GoModules,True,GitHub Actions,a995724bc28e227d2ac741185f5d2bcccaa716a8,2025-01-03T17:15:02Z
ory/hydra,Go,16915,https://github.com/ory/hydra,FAILURE,GoModules,True,GitHub Actions,8ca6cbd1ab4fe659a0a9feff82766961de6c1d77,2025-01-11T12:32:35Z
ory/ladon,Go,2456,https://github.com/ory/ladon,SUCCESS,GoModules,True,GitHub Actions,1d977e5d136de615c8a3c77cd9d74c3a95be99a8,2024-12-31T10:30:36Z
ory/oathkeeper,Go,3521,https://github.com/ory/oathkeeper,FAILURE,GoModules,True,GitHub Actions,ff93a23cdbe3fe631a5eed8df4f0646f26facdfd,2025-01-29T09:55:40Z
osrg/gobgp,Go,3984,https://github.com/osrg/gobgp,SUCCESS,GoModules,True,GitHub Actions,f1087dbe7e4fc897e30f896ea69f8fc28e55cd1a,2024-12-31T22:48:47Z
owasp-amass/amass,Go,14106,https://github.com/owasp-amass/amass,SUCCESS,GoModules,True,GitHub Actions,531b7dcc5faaf6a4edc642f1f12f63703722c8c8,2025-02-05T00:40:40Z
panjf2000/ants,Go,14325,https://github.com/panjf2000/ants,SUCCESS,GoModules,True,GitHub Actions,4f33c6ef273c3785965a21e63f9f5accbc47b16d,2025-01-12T02:38:09Z
panjf2000/gnet,Go,11082,https://github.com/panjf2000/gnet,SUCCESS,GoModules,True,GitHub Actions,1de2082b26464596526083376792e54b8dc6facc,2025-01-04T13:09:44Z
peco/peco,Go,7858,https://github.com/peco/peco,FAILURE,GoModules,True,GitHub Actions,23707858fe06cd9386d93e6489f094d28c9e8faa,2025-11-09T19:32:53Z
perkeep/perkeep,Go,7095,https://github.com/perkeep/perkeep,SUCCESS,GoModules,True,GitHub Actions,c7e11582e25b0e062eb224fda3f102eddb82ec44,2025-02-22T17:41:41Z
photoprism/photoprism,Go,39236,https://github.com/photoprism/photoprism,NO_CI,GoModules,True,GitHub Actions,0614317f6fdd8d9d365df83143a3157d898a264a,2024-12-30T13:11:20Z
pingcap/tidb,Go,39723,https://github.com/pingcap/tidb,FAILURE,GoModules,True,GitHub Actions,444a1b9dab14ba7031b800214faeb30823054eeb,2024-12-25T08:45:12Z
pion/webrtc,Go,16010,https://github.com/pion/webrtc,FAILURE,GoModules,True,GitHub Actions,3f246fdad234e3bb704030aa9c31a2f1408e4ab3,2024-12-24T20:12:04Z
prest/prest,Go,4518,https://github.com/prest/prest,SUCCESS,GoModules,True,GitHub Actions,ec9f48b4e7933dd296ed4e83d13ac8cd0fdf681e,2024-11-28T13:28:03Z
projectcalico/calico,Go,7055,https://github.com/projectcalico/calico,FAILURE,GoModules,True,GitHub Actions,3699e4993627f2388cd0d112afac9ec8475c35a3,2024-12-26T17:09:08Z
projectdiscovery/subfinder,Go,13046,https://github.com/projectdiscovery/subfinder,NO_CI,GoModules,True,GitHub Actions,3315e12136782be008bf61ece8cbf375ec05cb09,2024-12-30T14:53:16Z
prometheus/alertmanager,Go,8349,https://github.com/prometheus/alertmanager,SUCCESS,GoModules,True,GitHub Actions,a48aa651bf8c30b764559efcb62d80290635c90f,2025-01-01T15:23:10Z
prometheus/client_golang,Go,5904,https://github.com/prometheus/client_golang,SUCCESS,GoModules,True,GitHub Actions,74e0f307615b94bfcee691273ec56d531e4478c7,2024-12-29T17:47:39Z
prometheus/node_exporter,Go,13122,https://github.com/prometheus/node_exporter,SUCCESS,GoModules,True,GitHub Actions,c3c8645923e821de3fbe0f040708310163388cc1,2024-12-29T18:18:49Z
prometheus/prometheus,Go,62642,https://github.com/prometheus/prometheus,FAILURE,GoModules,True,GitHub Actions,b7a5e280dfa15c9b9acef6c0f228ad17e708e1ff,2024-12-20T13:48:46Z
PuerkitoBio/goquery,Go,14901,https://github.com/PuerkitoBio/goquery,SUCCESS,GoModules,True,GitHub Actions,985aab32bab2da927c5db0e34492885a81c5baa3,2024-12-26T16:39:06Z
pulumi/kubespy,Go,3033,https://github.com/pulumi/kubespy,SUCCESS,GoModules,True,GitHub Actions,80822756c2514a5d5fd5e4b6f67abd092e1559d6,2025-05-01T17:16:44Z
pulumi/pulumi,Go,24681,https://github.com/pulumi/pulumi,SUCCESS,Unknown,False,GitHub Actions,dc67532353c96b56bdb190b6cd0660360fa8fddb,2024-12-25T16:04:40Z
purpleidea/mgmt,Go,4173,https://github.com/purpleidea/mgmt,SUCCESS,GoModules,True,GitHub Actions,c5d7fdb0a3ca0a7a509baf3e1e5dacae191e7321,2025-04-22T07:18:49Z
quay/clair,Go,10926,https://github.com/quay/clair,SUCCESS,GoModules,True,GitHub Actions,05680a2bd328410c3aa19de39f3226acc3c234d6,2024-10-09T16:06:51Z
quii/learn-go-with-tests,Go,23491,https://github.com/quii/learn-go-with-tests,SUCCESS,GoModules,True,GitHub Actions,2602da39b8d461b652e629ca068ee2bb9a83fcbf,2024-12-25T18:46:35Z
rakyll/hey,Go,19728,https://github.com/rakyll/hey,SUCCESS,GoModules,True,GitHub Actions,50df51ac6077e9fbbce25f4d6d8a28b779c19dc8,2026-01-10T19:58:02Z
k3s-io/k3s,Go,32144,https://github.com/k3s-io/k3s,FAILURE,GoModules,True,GitHub Actions,e64e2fcfd476b4b5669c6845b3a643117f574351,2025-01-03T17:30:31Z
rancher/rancher,Go,25343,https://github.com/rancher/rancher,PENDING,GoModules,True,GitHub Actions,f9879edd52f3df6ee678eb56d25e2be698b2ab81,2024-12-30T10:34:23Z
rancher/rke,Go,3297,https://github.com/rancher/rke,SUCCESS,GoModules,True,GitHub Actions,a7c712c5badde28b6bd4a2af2a21e6ae8c191a57,2025-01-06T07:47:29Z
raviqqe/muffet,Go,2590,https://github.com/raviqqe/muffet,NO_CI,GoModules,True,GitHub Actions,ca2f1a05c099919bd9c2ba69a431497697ac8d74,2025-01-17T13:48:42Z
rclone/rclone,Go,55469,https://github.com/rclone/rclone,FAILURE,GoModules,True,GitHub Actions,05f000b0763d2490742f9d887eca394c4ce38019,2024-12-27T11:32:43Z
ReactiveX/RxGo,Go,5087,https://github.com/ReactiveX/RxGo,SUCCESS,GoModules,True,GitHub Actions,e89d207a9f4c73f051c24ea7e4f96e6ec7ed3d7a,2025-01-08T23:18:29Z
restic/restic,Go,32169,https://github.com/restic/restic,SUCCESS,GoModules,True,GitHub Actions,caa59bb81b5afaac43636e1656774e384611e97e,2025-01-01T01:54:05Z
reviewdog/reviewdog,Go,9066,https://github.com/reviewdog/reviewdog,FAILURE,GoModules,True,GitHub Actions,1ca94f83846718145672bf4029fe7e578b71a99d,2025-01-03T01:27:13Z
rook/rook,Go,13367,https://github.com/rook/rook,FAILURE,GoModules,True,GitHub Actions,59c5c045b76a2c5061fe5e7eb21749d6c9542113,2025-01-13T17:56:24Z
rqlite/rqlite,Go,17301,https://github.com/rqlite/rqlite,SUCCESS,GoModules,True,GitHub Actions,6ee9441f4ee6265dabdeadd0f18661e5f3f5b001,2025-01-13T22:26:21Z
rs/zerolog,Go,12195,https://github.com/rs/zerolog,SUCCESS,GoModules,True,GitHub Actions,31e7995c5b60af4ba6ae1aa808a026f8cbf3b8cf,2024-12-27T02:41:46Z
rtr7/router7,Go,2745,https://github.com/rtr7/router7,SUCCESS,GoModules,True,GitHub Actions,07325dde93e5a788597cedbfa3a7a60f87c6a717,2025-01-12T09:29:42Z
rubenv/sql-migrate,Go,3402,https://github.com/rubenv/sql-migrate,SUCCESS,GoModules,True,GitHub Actions,67a517e26c33782114fbb0a9299cdd3dab4bbef3,2025-04-15T20:13:46Z
runatlantis/atlantis,Go,8823,https://github.com/runatlantis/atlantis,SUCCESS,GoModules,True,GitHub Actions,cff2fb5b3f31ec9f84c377f3c5f7b5b5cf960925,2024-12-25T01:38:44Z
schollz/croc,Go,34111,https://github.com/schollz/croc,SUCCESS,GoModules,True,GitHub Actions,bc5063e2c5fc01a072bf025e198b7336249bf60c,2024-12-28T17:43:01Z
securego/gosec,Go,8656,https://github.com/securego/gosec,SUCCESS,GoModules,True,GitHub Actions,eb95db1c7689fe5191547206ea06ed422e49eb89,2024-12-30T14:47:51Z
shazow/ssh-chat,Go,5842,https://github.com/shazow/ssh-chat,SUCCESS,GoModules,True,GitHub Actions,2dc875817decc3aefb35935c331c11f22b1ecd5e,2025-03-06T17:47:46Z
shirou/gopsutil,Go,11703,https://github.com/shirou/gopsutil,SUCCESS,GoModules,True,GitHub Actions,69c2c10b0f418d2aa6302da6a38f0f853421bd53,2024-12-28T07:16:52Z
Shopify/go-lua,Go,3411,https://github.com/Shopify/go-lua,SUCCESS,GoModules,True,GitHub Actions,019e4c4db1dfdfaf4764d22b3011fac707154542,2025-04-28T19:58:33Z
IBM/sarama,Go,12421,https://github.com/IBM/sarama,SUCCESS,GoModules,True,GitHub Actions,88fd71312bfba56f8eb30e8284a48cd20cffca2b,2024-12-25T09:59:12Z
Shopify/toxiproxy,Go,11822,https://github.com/Shopify/toxiproxy,SUCCESS,GoModules,True,GitHub Actions,8e9286cba5b6876a3098a07bcf3fd68cb3e63233,2025-01-06T14:17:16Z
shopspring/decimal,Go,7229,https://github.com/shopspring/decimal,SUCCESS,GoModules,True,GitHub Actions,01bb2034de74b9ea8251025e942a5806dbec1dbf,2025-06-23T19:07:38Z
go-mysql-org/go-mysql,Go,4918,https://github.com/go-mysql-org/go-mysql,SUCCESS,GoModules,True,GitHub Actions,f87f8bcd979c18ef411685353336f479960e3fbe,2024-12-25T10:03:47Z
silenceper/wechat,Go,5218,https://github.com/silenceper/wechat,SUCCESS,GoModules,True,GitHub Actions,d38e750876663d51d05987c464971b0e5003d13f,2025-01-03T02:32:30Z
sirupsen/logrus,Go,25692,https://github.com/sirupsen/logrus,SUCCESS,GoModules,True,GitHub Actions,530e92340dcad9a9e028e36ad358475bc3537fb4,2025-06-20T03:22:20Z
sjqzhang/go-fastdfs,Go,4127,https://github.com/sjqzhang/go-fastdfs,SUCCESS,GoModules,True,GitHub Actions,9594d1686f6718a07beb4e223888772ab683245f,2024-12-26T14:48:23Z
slackhq/nebula,Go,16908,https://github.com/slackhq/nebula,SUCCESS,GoModules,True,GitHub Actions,351dbd60596da90466b6e27a4f6d9051d7bd5c4a,2025-03-06T17:29:38Z
smallnest/rpcx,Go,8282,https://github.com/smallnest/rpcx,SUCCESS,GoModules,True,GitHub Actions,a09a36217fab0a38421661cc6732cda21a80bc5e,2025-01-10T07:42:20Z
solo-io/gloo,Go,149,https://github.com/solo-io/gloo,SUCCESS,GoModules,True,GitHub Actions,599a44ec00b558a706d19a93433927ace7510288,2024-12-27T21:07:36Z
sosedoff/pgweb,Go,9250,https://github.com/sosedoff/pgweb,SUCCESS,GoModules,True,GitHub Actions,8413681db02784096087d093697e0a12ea2e3114,2025-03-30T15:28:18Z
sourcegraph/checkup,Go,3458,https://github.com/sourcegraph/checkup,SUCCESS,GoModules,True,GitHub Actions,20d72facb19846342d219a578b96271249584a8b,2025-01-02T04:01:04Z
SpectoLabs/hoverfly,Go,2462,https://github.com/SpectoLabs/hoverfly,SUCCESS,GoModules,True,GitHub Actions,3924ef2559fd55607aedef63cb0665091c5dcf11,2025-01-08T22:19:46Z
spf13/afero,Go,6551,https://github.com/spf13/afero,SUCCESS,GoModules,True,GitHub Actions,ee6eef77ef4a6c73b07a4bc070a9a2f076fd121e,2023-09-22T14:18:35Z
spf13/cobra,Go,43114,https://github.com/spf13/cobra,SUCCESS,GoModules,True,GitHub Actions,d1e9d85fcf592461f3bc2f4b6d5e140c4c0aabf8,2024-12-28T22:07:03Z
spf13/viper,Go,29973,https://github.com/spf13/viper,FAILURE,GoModules,True,GitHub Actions,91fd3639d7b10935d3e1308d350a7f727834561e,2025-01-09T11:31:49Z
roadrunner-server/roadrunner,Go,8387,https://github.com/roadrunner-server/roadrunner,FAILURE,GoModules,True,GitHub Actions,9fd3f2964feda0981dbc837c0dafc6ab0487b096,2024-12-30T17:12:18Z
stretchr/testify,Go,25766,https://github.com/stretchr/testify,SUCCESS,GoModules,True,GitHub Actions,ca6698b8a1c4617c5ca4333ce0c878e91c506702,2024-12-31T22:09:40Z
swaggo/swag,Go,12590,https://github.com/swaggo/swag,SUCCESS,GoModules,True,GitHub Actions,94ff0fcc35857862b6c1f2bac2063e84522b6b50,2024-12-28T12:28:56Z
syncthing/syncthing,Go,79796,https://github.com/syncthing/syncthing,SUCCESS,GoModules,True,GitHub Actions,1d2c53bf3c80a22d012211454ea3de015e0d34eb,2024-12-28T16:09:38Z
siderolabs/talos,Go,9854,https://github.com/siderolabs/talos,SUCCESS,GoModules,True,GitHub Actions,7e5d36d469ff01153f40b16ab722f0ebe25d41ae,2024-12-25T05:06:31Z
tdewolff/minify,Go,4060,https://github.com/tdewolff/minify,SUCCESS,GoModules,True,GitHub Actions,a0c9f63059c5dbd946b0064ccbe146100fd82d22,2025-01-01T19:52:28Z
tektoncd/pipeline,Go,8878,https://github.com/tektoncd/pipeline,SUCCESS,GoModules,True,GitHub Actions,41394c378af1888b24aaa3f4c7b4aa87087fa635,2025-01-02T16:34:49Z
telepresenceio/telepresence,Go,7127,https://github.com/telepresenceio/telepresence,SUCCESS,GoModules,True,GitHub Actions,a9540d99137a4eaaae95bf0afa75083818937d05,2024-12-30T07:25:19Z
hashicorp/terraform-provider-aws,Go,10740,https://github.com/hashicorp/terraform-provider-aws,PENDING,GoModules,True,GitHub Actions,60b814241d19d8cd220df6a273250289f39034a5,2026-02-24T13:44:41Z
thanos-io/thanos,Go,13957,https://github.com/thanos-io/thanos,FAILURE,GoModules,True,GitHub Actions,ca40906c83d94cfcbe4bcc181a286663aeb268d5,2024-12-31T21:44:21Z
gotenberg/gotenberg,Go,11189,https://github.com/gotenberg/gotenberg,FAILURE,GoModules,True,GitHub Actions,910eb9b770fad7a7aac74add8b2573b880a10961,2024-12-25T16:04:25Z
ThreeDotsLabs/watermill,Go,9509,https://github.com/ThreeDotsLabs/watermill,SUCCESS,GoModules,True,GitHub Actions,7ff9f492c1ad12f77fc527fc3971adb15942aa89,2025-01-08T12:31:33Z
tidwall/tile38,Go,9575,https://github.com/tidwall/tile38,SUCCESS,GoModules,True,GitHub Actions,e6f184d507e7812a6e74a3cb512103687a57c1b9,2025-01-02T23:39:22Z
tinygo-org/tinygo,Go,17147,https://github.com/tinygo-org/tinygo,SUCCESS,GoModules,True,GitHub Actions,b898916d521fefef68ab3d907a2b08f44ad4dc7d,2024-12-26T09:49:48Z
tomnomnom/gron,Go,14366,https://github.com/tomnomnom/gron,SUCCESS,GoModules,True,GitHub Actions,44c7402e89f7cf01a0fc601673ef8607ae77fbac,2025-05-30T10:12:34Z
ondrajz/go-callvis,Go,6451,https://github.com/ondrajz/go-callvis,SUCCESS,GoModules,True,GitHub Actions,73065024adcdc9644cd51d5353a8b489bdd4e223,2024-12-30T16:56:53Z
tsenart/vegeta,Go,24898,https://github.com/tsenart/vegeta,SUCCESS,GoModules,True,GitHub Actions,03ca49e9b419c106db29d687827c4c823d8b8ece,2024-07-29T17:33:44Z
tsuru/tsuru,Go,5249,https://github.com/tsuru/tsuru,SUCCESS,GoModules,True,GitHub Actions,467ec81b1c14061caf742615952e9c773de6de94,2025-01-14T17:31:20Z
tus/tusd,Go,3702,https://github.com/tus/tusd,FAILURE,GoModules,True,GitHub Actions,5d7add0b2f13d9a1d14179083520e78a054a02c7,2025-03-05T10:53:42Z
twpayne/chezmoi,Go,17936,https://github.com/twpayne/chezmoi,SUCCESS,GoModules,True,GitHub Actions,dbd73fa5b001672e65f48c23bdb571815376f474,2024-12-28T16:08:18Z
txn2/kubefwd,Go,4039,https://github.com/txn2/kubefwd,SUCCESS,GoModules,True,GitHub Actions,87f8cf07c2466ec2d4276eddecbebf1bb651b819,2025-12-29T09:04:28Z
txthinking/brook,Go,15093,https://github.com/txthinking/brook,SUCCESS,GoModules,True,GitHub Actions,4e064fb28b46198caf196cc1c8e3188ff81ded15,2025-01-03T03:39:38Z
TykTechnologies/tyk,Go,10626,https://github.com/TykTechnologies/tyk,FAILURE,GoModules,True,GitHub Actions,96bf70c4dfc2391473a02bdda6f3c58febc01203,2025-04-04T09:40:59Z
uber-go/zap,Go,24226,https://github.com/uber-go/zap,SUCCESS,GoModules,True,GitHub Actions,32f2ec12872701043515eb7d75dabdd3c269bc64,2025-01-07T19:25:22Z
cadence-workflow/cadence,Go,9173,https://github.com/cadence-workflow/cadence,SUCCESS,GoModules,True,GitHub Actions,0ed1d99cc12d203438177344abc0d58ba79d0efe,2024-12-26T21:40:47Z
uber/kraken,Go,6639,https://github.com/uber/kraken,SUCCESS,GoModules,True,GitHub Actions,e757d984ad8787af5232b0e3ae028168af3d3897,2025-01-02T10:24:31Z
Ullaakut/cameradar,Go,4856,https://github.com/Ullaakut/cameradar,NO_CI,GoModules,True,GitHub Actions,e81eeb0c4d22ef62e4e96ff540e9121df2580cc8,2026-01-27T21:11:17Z
unidoc/unioffice,Go,4804,https://github.com/unidoc/unioffice,NO_CI,GoModules,True,GitHub Actions,73aae6a5d1c7afac6ee2515e976f46dd9fb4c7de,2025-02-02T14:07:38Z
upper/db,Go,3639,https://github.com/upper/db,SUCCESS,GoModules,True,GitHub Actions,4c3b748560446632de76c70aa2b52506cda5da73,2025-03-02T20:35:59Z
urfave/cli,Go,23878,https://github.com/urfave/cli,SUCCESS,GoModules,True,GitHub Actions,89d4dab755069c851714657d9d5ffd3bd09eb6e8,2024-12-03T09:52:38Z
valyala/fasthttp,Go,23254,https://github.com/valyala/fasthttp,SUCCESS,GoModules,True,GitHub Actions,2dfdfd86bf959e1b9f931658834cd04e2b9c0cd3,2025-01-02T23:05:43Z
variadico/noti,Go,4873,https://github.com/variadico/noti,SUCCESS,GoModules,True,GitHub Actions,90b10b1e959a94f941b9c8c8b5da736627559e37,2025-03-06T23:11:34Z
VictoriaMetrics/VictoriaMetrics,Go,16275,https://github.com/VictoriaMetrics/VictoriaMetrics,SUCCESS,GoModules,True,GitHub Actions,fc336bbf203ed5fddf1902aebb62961527e4b928,2024-12-26T11:14:42Z
virtual-kubelet/virtual-kubelet,Go,4480,https://github.com/virtual-kubelet/virtual-kubelet,NO_CI,GoModules,True,GitHub Actions,8ff762fb7b1a3404012a258fccd40c8be4a453a7,2025-01-08T10:59:24Z
vitessio/vitess,Go,20684,https://github.com/vitessio/vitess,SUCCESS,GoModules,True,GitHub Actions,8ba7607230f7de31ff142c4aa16cad8ce80da00b,2025-01-06T07:35:28Z
vmware-tanzu/sonobuoy,Go,3035,https://github.com/vmware-tanzu/sonobuoy,FAILURE,GoModules,True,GitHub Actions,19a97b8377a890f4b3d393ea0f24fc9f7dd1bf13,2025-02-18T20:56:06Z
vmware-tanzu/velero,Go,9798,https://github.com/vmware-tanzu/velero,FAILURE,GoModules,True,GitHub Actions,a56b06bab12cf0b8b8fbe726412f64e8828bfa97,2024-12-26T02:29:15Z
aarondl/authboss,Go,4147,https://github.com/aarondl/authboss,SUCCESS,GoModules,True,GitHub Actions,8d2e2f2d3d549306325049e39cdc7a03e55cf273,2025-06-26T04:52:09Z
aarondl/sqlboiler,Go,6975,https://github.com/aarondl/sqlboiler,SUCCESS,GoModules,True,GitHub Actions,fc6399ea49f41f18c0d69e196b9b91b001614f73,2025-01-03T14:39:27Z
vugu/vugu,Go,4978,https://github.com/vugu/vugu,SUCCESS,GoModules,True,GitHub Actions,cffcbbf0987dd180757504347bebd63a6ee03863,2025-01-09T17:04:34Z
vulcand/oxy,Go,2099,https://github.com/vulcand/oxy,SUCCESS,GoModules,True,GitHub Actions,c07a75ccd426e8c38b8c1221453375c6667a2f5e,2025-03-21T15:34:58Z
wagoodman/dive,Go,53309,https://github.com/wagoodman/dive,SUCCESS,GoModules,True,GitHub Actions,e65b32c4d7c72b12e96783064aa3c224a5dd7aba,2025-03-18T04:15:09Z
eksctl-io/eksctl,Go,5171,https://github.com/eksctl-io/eksctl,SUCCESS,GoModules,True,GitHub Actions,a54415edaec3541678f6416be179b1921687c91d,2025-01-08T20:13:33Z
fluxcd/flagger,Go,5257,https://github.com/fluxcd/flagger,SUCCESS,GoModules,True,GitHub Actions,03d4acc77ff86f7effcbaf7c9c02d045dbac8fa3,2025-01-13T13:56:30Z
willnorris/imageproxy,Go,3942,https://github.com/willnorris/imageproxy,SUCCESS,GoModules,True,GitHub Actions,5b619de74fa1d24281abef0dea4ec65ff60bad4c,2025-04-18T04:44:20Z
Workiva/go-datastructures,Go,7897,https://github.com/Workiva/go-datastructures,SUCCESS,GoModules,True,GitHub Actions,9c00bdee33eb91bfcb7fc37aff2adf20c92ead22,2024-05-16T14:58:11Z
Wox-launcher/Wox,Go,26568,https://github.com/Wox-launcher/Wox,SUCCESS,Unknown,False,GitHub Actions,acd4143ea529d45391d6ea9455083661eb1b6e7d,2024-12-25T14:11:32Z
